Account_ID,Account_Number,Name,Account_Type,Balance,Fixed_Deposit,Recurring_Deposit,Loan_Amount,Interest_Rate,Branch,City,Country,Email,Phone_Number,Transaction_Type,Withdrawal,Deposit,Transaction_Date,Account_Open_Date,Notes,Possible,negative,Total_Balance,Loan_Status,Customer_Tenure,Account_Category,Interest_Per_Year,Zero_Balance_Flag,inconsistent_date
ACC100586,6932491090,Mani,FD,2417439.0,38785,35420,580296.0,12,Mumbai,Mumbai,,mani@gmail.com,948498952.0,Debit,197547,179489,2019-10-11,2022-11-06,,False,False,2491644.0,1,-1122 days,High Balance,69635.52,0,False
ACC100704,3150475640,Fatima,Current,709904.0,79852,42094,1086141.0,10,Chennai,,India,fatima@gmail.com,8986679154.0,Debit,88878,-49243,2019-10-13,2019-08-29,Remove,False,True,831850.0,1,45 days,High Balance,108614.1,0,False
ACC100937,8515103377,Aisha,Unknown,3548285.0,12860,14247,1848553.0,10,Delhi,Chennai,United Arab Emirites,aisha@gmail.com,522423262.0,Credit,12759,56313,2019-10-14,2020-12-17,Temp,False,False,3575392.0,1,-430 days,High Balance,184855.30000000002,0,False
ACC100781,2905828866,Aisha,FD,157932.0,67008,26955,119189.0,14,Bangalore,Delhi,United States,aisha@gmail.com,1985049856.0,Debit,-24753,164166,2019-10-15,2021-07-29,Check,False,True,251895.0,1,-653 days,Medium Balance,16686.460000000003,0,False
ACC101565,5293666837,Divya,RD,4433979.0,1271,37788,1867182.0,12,Mumbai,New York,,divya@gmail.com,9665281206.0,Debit,117782,115640,2019-10-18,2016-12-29,,False,False,4473038.0,1,1023 days,High Balance,224061.84,0,False
ACC101029,8153322060,Aisha,Current,2671349.0,94754,31113,257808.0,14,Bangalore,Chennai,United States,aisha@gmail.com,6135451678.0,Debit,38859,41991,2019-10-23,2018-09-22,Remove,False,False,2797216.0,1,396 days,High Balance,36093.12,0,False
ACC100977,4469625477,Aisha,RD,3365533.0,82941,10185,185619.0,14,Mumbai,,United States,aisha@gmail.com,842697992.0,Credit,22503,45406,2019-10-26,2018-04-02,,False,False,3458659.0,1,572 days,High Balance,25986.660000000003,0,False
ACC100764,4405962309,Kavi,RD,2417439.0,41644,36786,1849591.0,16,Hyderabad,,United Arab Emirites,kavi@gmail.com,6438903254.0,Debit,164649,11922,2019-10-27,2016-08-27,Remove,False,False,2495869.0,1,1156 days,High Balance,295934.56,0,False
ACC101605,2106179311,Priya,FD,2554264.0,63261,32061,1547295.0,14,Mumbai,New York,United Arab Emirites,priya@gmail.com,9703682572.0,Credit,64753,93309,2019-11-01,2024-11-01,Check,False,False,2649586.0,1,-1827 days,High Balance,216621.30000000002,0,False
ACC103764,5643124641,Kumar,FD,2582599.0,40740,1661,189603.0,16,Delhi,Mumbai,United Arab Emirites,kumar@gmail.com,9738959621.0,Credit,138198,199966,2019-11-02,2022-08-23,Remove,False,False,2625000.0,1,-1025 days,High Balance,30336.48,0,False
ACC102050,2309728936,Fatima,Savings,2417439.0,49188,1444,1765276.0,8,Mumbai,Dubai,United States,fatima@gmail.com,155448656.0,Credit,137881,23269,2019-11-02,2022-03-24,Check,False,False,2468071.0,1,-873 days,High Balance,141222.08000000002,0,False
ACC100066,4694197536,Fatima,Savings,338590.0,49930,32981,1755982.0,10,Bangalore,New York,United Arab Emirites,fatima@gmail.com,8553097101.0,Debit,56661,107215,2019-11-04,2020-05-03,Temp,False,False,421501.0,1,-181 days,High Balance,175598.2,0,False
ACC104902,7279039732,Priya,RD,330757.0,49817,46958,501205.0,8,Delhi,Mumbai,,priya@gmail.com,6082088965.0,Credit,105689,173592,2019-11-08,2020-01-30,Check,False,False,427532.0,1,-83 days,High Balance,40096.4,0,False
ACC101577,1934340669,Aisha,FD,4990064.0,30779,35292,1622466.0,14,Hyderabad,New York,United States,aisha@gmail.com,6059981092.0,Credit,-39590,175817,2019-11-08,2020-02-06,Remove,False,True,5056135.0,1,-90 days,High Balance,227145.24000000002,0,False
ACC102353,3665158174,Fatima,RD,3042027.0,95412,46873,1139540.0,14,Mumbai,,India,fatima@gmail.com,9631922229.0,Debit,135872,157042,2019-11-09,2017-11-16,Temp,False,False,3184312.0,1,723 days,High Balance,159535.6,0,False
ACC102474,7132052081,Kavi,Savings,4390815.0,31779,48871,319016.0,14,Delhi,Dubai,United States,kavi@gmail.com,1291985650.0,Credit,123333,3569,2019-11-14,2023-01-05,Temp,False,False,4471465.0,1,-1148 days,High Balance,44662.240000000005,0,False
ACC104978,4790440156,Mani,Current,2417439.0,694,40666,1092440.0,10,Hyderabad,Dubai,India,mani@gmail.com,3076173924.0,Debit,148878,195725,2019-11-15,2021-10-21,,False,False,2458799.0,1,-706 days,High Balance,109244.0,0,False
ACC102273,5106899754,Kumar,Savings,1072830.0,42114,22264,1060811.0,12,Delhi,New York,United States,kumar@gmail.com,3142320386.0,Credit,-15424,123242,2019-11-17,2017-07-14,,False,True,1137208.0,1,856 days,High Balance,127297.31999999999,0,False
ACC101321,6324304249,Priya,Current,209876.0,5655,2448,1919373.0,16,Chennai,Dubai,United Arab Emirites,priya@gmail.com,7408743786.0,Debit,195209,-20421,2019-11-17,2023-07-29,,False,True,217979.0,1,-1350 days,High Balance,307099.68,0,False
ACC100452,9612801815,Kavi,Savings,980649.0,91715,27873,1274179.0,12,Delhi,New York,United States,kavi@gmail.com,1965894880.0,Debit,94352,-13697,2019-11-18,2024-10-07,Remove,False,True,1100237.0,1,-1785 days,High Balance,152901.47999999998,0,False
ACC102256,3228692510,Mani,Savings,3690471.0,47262,3372,1259877.0,12,Delhi,New York,United Arab Emirites,mani@gmail.com,4152057025.0,Debit,34711,110404,2019-11-24,2019-10-13,,False,False,3741105.0,1,42 days,High Balance,151185.24,0,False
ACC100315,9997308781,Kavi,RD,4055810.0,68104,42098,720351.0,12,Delhi,New York,India,kavi@gmail.com,9838266793.0,Debit,71211,72762,2019-11-26,2015-10-11,,False,False,4166012.0,1,1507 days,High Balance,86442.12,0,False
ACC100646,7496928122,Fatima,Current,3701798.0,6800,49261,1100276.0,12,Delhi,Delhi,United States,fatima@gmail.com,9513539625.0,Credit,-41891,-26242,2019-11-27,2022-02-16,Remove,False,True,3757859.0,1,-812 days,High Balance,132033.12,0,False
AC-104393,6117770612,Mani,Savings,1605250.0,10291,5678,1359340.0,16,Bangalore,Dubai,United Arab Emirites,mani@gmail.com,4305810943.0,Debit,104790,78739,2019-11-28,2018-12-11,Remove,False,False,1621219.0,1,352 days,High Balance,217494.4,0,False
ACC100043,5440477172,Mani,Savings,1531530.0,94270,4757,834193.0,8,Hyderabad,Chennai,United Arab Emirites,mani@gmail.com,603803557.0,Credit,-13632,87855,2019-11-28,2019-10-26,,False,True,1630557.0,1,33 days,High Balance,66735.44,0,False
ACC100119,5691327460,Kavi,FD,4429825.0,78931,29808,0.0,16,Bangalore,New York,United States,kavi@gmail.com,0.0,Debit,150641,-11789,2019-11-29,2017-08-16,Temp,False,True,4538564.0,0,835 days,High Balance,0.0,0,False
ACC102343,3403380554,Arun,RD,4118237.0,17186,38902,587431.0,14,Mumbai,Dubai,United States,arun@gmail.com,337637296.0,Debit,143318,-41540,2019-12-01,2017-06-14,Check,False,True,4174325.0,1,900 days,High Balance,82240.34000000001,0,False
ACC102588,4586543091,Divya,Current,829341.0,48564,43267,1580482.0,12,Delhi,Dubai,India,divya@gmail.com,9648804136.0,Credit,80386,90916,2019-12-04,2015-01-19,Temp,False,False,921172.0,1,1780 days,High Balance,189657.84,0,False
ACC100074,9382967777,Kavi,Savings,3792323.0,15398,6638,1287076.0,14,Chennai,Delhi,India,kavi@gmail.com,5363196714.0,Credit,116129,82311,2019-12-05,2022-06-09,Remove,False,False,3814359.0,1,-917 days,High Balance,180190.64,0,False
ACC104395,3018466073,Fatima,Current,855090.0,59489,4464,1082055.0,10,Hyderabad,New York,United States,fatima@gmail.com,9612396978.0,Debit,137278,125460,2019-12-05,2020-11-20,Remove,False,False,919043.0,1,-351 days,High Balance,108205.5,0,False
AC-101288,7115495463,Fatima,Savings,1918892.0,19546,37297,1802013.0,10,Delhi,Delhi,United States,fatima@gmail.com,8286526257.0,Credit,72225,83350,2019-12-08,2016-11-08,Check,False,False,1975735.0,1,1125 days,High Balance,180201.30000000002,0,False
ACC103269,3090587254,Divya,RD,657050.0,89809,35913,1114265.0,8,Bangalore,Dubai,India,divya@gmail.com,8415332085.0,Debit,194116,138667,2019-12-09,2020-01-01,Temp,False,False,782772.0,1,-23 days,High Balance,89141.2,0,False
ACC103582,2397453066,Aisha,FD,4706035.0,92103,477,1453020.0,16,Mumbai,Delhi,United States,aisha@gmail.com,574511154.0,Debit,-2470,83503,2019-12-09,2019-07-26,Remove,False,True,4798615.0,1,136 days,High Balance,232483.2,0,False
ACC100546,5482940168,Fatima,FD,427698.0,95758,49587,0.0,12,Chennai,,India,fatima@gmail.com,9024536611.0,Credit,195620,-43359,2019-12-11,2024-03-12,Check,False,True,573043.0,0,-1553 days,High Balance,0.0,0,False
ACC100373,8145684654,Divya,FD,3355851.0,2176,18722,1052836.0,16,Mumbai,New York,India,divya@gmail.com,224280399.0,Debit,146211,-48926,2019-12-11,2020-07-26,,False,True,3376749.0,1,-228 days,High Balance,168453.76,0,False
ACC101455,3379967701,Kumar,Unknown,3067164.0,18740,48761,555527.0,10,Hyderabad,,United States,kumar@gmail.com,986339652.0,Debit,168776,-31918,2019-12-12,2017-09-24,,False,True,3134665.0,1,809 days,High Balance,55552.700000000004,0,False
ACC101774,8436603416,Robert,Current,2417439.0,88767,24432,1257882.0,12,Chennai,,United States,robert@gmail.com,5089205566.0,Credit,21949,34568,2019-12-13,2022-08-20,Temp,False,False,2530638.0,1,-981 days,High Balance,150945.84,0,False
ACC101318,4658988698,Kumar,Savings,3833762.0,22783,41949,1174865.0,8,Hyderabad,,United States,kumar@gmail.com,8959174898.0,Credit,177868,57196,2019-12-14,2024-01-04,,False,False,3898494.0,1,-1482 days,High Balance,93989.2,0,False
ACC104960,7561994281,Aisha,Current,3156542.0,66197,48425,826556.0,12,Bangalore,Delhi,United Arab Emirites,aisha@gmail.com,6206265890.0,Credit,74473,-31352,2019-12-15,2016-04-10,Check,False,True,3271164.0,1,1344 days,High Balance,99186.72,0,False
ACC104784,2389180984,Mani,Savings,411590.0,51078,47777,713821.0,12,Delhi,Dubai,India,mani@gmail.com,363146353.0,Credit,14182,-47868,2019-12-16,2023-06-15,,False,True,510445.0,1,-1277 days,High Balance,85658.52,0,False
ACC102958,5563009065,Arun,Current,4671861.0,57512,37337,1668783.0,10,Chennai,Delhi,India,arun@gmail.com,5162782575.0,Credit,29395,2328,2019-12-17,2024-04-26,,False,False,4766710.0,1,-1592 days,High Balance,166878.30000000002,0,False
AC-104730,4197228923,Robert,Current,4148631.0,61994,35558,1132717.0,8,Chennai,,United States,robert@gmail.com,2872670298.0,Debit,93479,191170,2019-12-18,2015-12-17,Remove,False,False,4246183.0,1,1462 days,High Balance,90617.36,0,False
ACC103135,6715143829,John,RD,3839217.0,15587,8112,315071.0,16,Chennai,Dubai,United Arab Emirites,john@gmail.com,2115038278.0,Credit,123124,-5844,2019-12-19,2016-09-04,Temp,False,True,3862916.0,1,1201 days,High Balance,50411.36,0,False
ACC103105,6423337616,Aisha,Savings,3559110.0,49877,46913,220448.0,14,Delhi,Delhi,India,aisha@gmail.com,0.0,Debit,159739,-5380,2019-12-19,2015-12-10,Remove,False,True,3655900.0,1,1470 days,High Balance,30862.72,0,False
ACC104626,1507314742,Aisha,RD,4507493.0,33302,19410,69186.0,14,Chennai,Dubai,United States,aisha@gmail.com,4147509633.0,Debit,46507,39383,2019-12-19,2019-01-21,Temp,False,False,4560205.0,1,332 days,High Balance,9686.04,0,False
ACC100544,1416403056,Fatima,Unknown,3678489.0,89247,40175,231472.0,8,Chennai,Dubai,India,fatima@gmail.com,6125213498.0,Debit,-5847,122349,2019-12-19,2017-07-21,,False,True,3807911.0,1,881 days,High Balance,18517.760000000002,0,False
ACC104564,2726857859,Kavi,FD,2052547.0,19719,26016,366777.0,8,Bangalore,Dubai,United Arab Emirites,kavi@gmail.com,2874222100.0,Credit,-27000,93918,2019-12-20,2018-02-19,,False,True,2098282.0,1,669 days,High Balance,29342.16,0,False
ACC103099,5283249708,Mani,Unknown,216170.0,61267,32781,1525036.0,16,Delhi,New York,United States,mani@gmail.com,8159177497.0,Credit,106487,98499,2019-12-22,2020-08-17,,False,False,310218.0,1,-239 days,High Balance,244005.76,0,False
ACC104600,5987976229,Aisha,FD,1421775.0,99463,48530,1143836.0,14,Bangalore,,India,aisha@gmail.com,0.0,Credit,131359,133516,2019-12-22,2021-02-17,,False,False,1569768.0,1,-423 days,High Balance,160137.04,0,False
AC-101863,8463467565,John,Current,3882137.0,16964,29093,606065.0,14,Delhi,New York,United States,john@gmail.com,7449050798.0,Debit,56573,183959,2019-12-22,2016-01-28,,False,False,3928194.0,1,1424 days,High Balance,84849.1,0,False
ACC103276,6497085446,Arun,Current,3441688.0,71819,4562,991660.0,14,Bangalore,,India,arun@gmail.com,1248522734.0,Credit,103140,-18569,2019-12-22,2015-12-02,,False,True,3518069.0,1,1481 days,High Balance,138832.40000000002,0,False
ACC102927,7073243127,Priya,FD,4199690.0,23894,19241,506006.0,16,Chennai,Dubai,,priya@gmail.com,1859103166.0,Debit,113477,117758,2019-12-23,2017-01-22,Temp,False,False,4242825.0,1,1065 days,High Balance,80960.96,0,False
ACC100901,5015200853,Fatima,Savings,1845413.0,38036,44549,1886313.0,14,Mumbai,Delhi,,fatima@gmail.com,1377820802.0,Debit,-16444,32176,2019-12-28,2019-03-07,Temp,False,True,1927998.0,1,296 days,High Balance,264083.82,0,False
ACC102496,8611400295,Fatima,Savings,2309641.0,36299,48937,661899.0,10,Chennai,Dubai,United Arab Emirites,fatima@gmail.com,7255682444.0,Debit,-1285,53865,2019-12-28,2019-09-05,,False,True,2394877.0,1,114 days,High Balance,66189.90000000001,0,False
ACC104899,6407770625,Kumar,RD,437004.0,71855,38328,546302.0,14,Bangalore,Dubai,,kumar@gmail.com,2651463391.0,Credit,106451,-8618,2020-01-01,2021-04-14,Temp,False,True,547187.0,1,-469 days,High Balance,76482.28000000001,0,False
ACC100022,4601247461,John,Current,1726203.0,39081,27569,169208.0,16,Bangalore,Dubai,India,john@gmail.com,4527053068.0,Credit,104697,163945,2020-01-02,2023-08-08,,False,False,1792853.0,1,-1314 days,High Balance,27073.28,0,False
ACC103805,9362802670,Mani,Current,851346.0,80085,6953,1659328.0,16,Bangalore,Delhi,,mani@gmail.com,0.0,Debit,164843,74319,2020-01-03,2016-01-07,Remove,False,False,938384.0,1,1457 days,High Balance,265492.48,0,False
ACC104905,9137453224,Robert,RD,3141924.0,59091,19343,880801.0,10,Mumbai,,United Arab Emirites,robert@gmail.com,5062970480.0,Credit,159587,-774,2020-01-03,2024-04-03,,False,True,3220358.0,1,-1552 days,High Balance,88080.1,0,False
ACC104218,3673244853,Divya,Unknown,3369344.0,98651,2660,1836864.0,10,Delhi,Chennai,India,divya@gmail.com,8343580392.0,Debit,171625,115628,2020-01-06,2015-03-05,Check,False,False,3470655.0,1,1768 days,High Balance,183686.40000000002,0,False
ACC103218,7014219622,John,Current,2449092.0,8928,15116,702331.0,16,Bangalore,Chennai,,john@gmail.com,1606839138.0,Debit,46803,153642,2020-01-06,2015-04-18,Remove,False,False,2473136.0,1,1724 days,High Balance,112372.96,0,False
ACC103884,1136074600,Divya,Savings,2417439.0,45629,6264,1591683.0,14,Bangalore,Mumbai,India,divya@gmail.com,9794939863.0,Debit,122415,51808,2020-01-09,2022-01-31,,False,False,2469332.0,1,-753 days,High Balance,222835.62000000002,0,False
ACC100916,1449705219,Robert,Savings,2417439.0,34563,48960,714629.0,8,Chennai,,United States,robert@gmail.com,8651016127.0,Debit,79507,198989,2020-01-09,2022-07-09,Check,False,False,2500962.0,1,-912 days,High Balance,57170.32,0,False
ACC104554,8819603630,Divya,Current,1587751.0,42998,7295,13697.0,8,Delhi,Mumbai,United States,divya@gmail.com,0.0,Credit,17493,119242,2020-01-09,2017-06-12,,False,False,1638044.0,1,941 days,High Balance,1095.76,0,False
ACC101933,8192685657,Fatima,Savings,3483289.0,98718,28670,860679.0,12,Bangalore,,United States,fatima@gmail.com,0.0,Credit,58624,100652,2020-01-10,2022-11-12,Remove,False,False,3610677.0,1,-1037 days,High Balance,103281.48,0,False
ACC101365,7190174042,Fatima,Current,487460.0,74441,39468,1007273.0,12,Mumbai,Dubai,India,fatima@gmail.com,5546859686.0,Debit,132375,51787,2020-01-12,2018-10-08,Check,False,False,601369.0,1,461 days,High Balance,120872.76,0,False
ACC102673,5970354877,Fatima,RD,3386554.0,30964,17490,131818.0,14,Hyderabad,Chennai,United States,fatima@gmail.com,527515260.0,Credit,168555,199046,2020-01-12,2020-04-04,Remove,False,False,3435008.0,1,-83 days,High Balance,18454.52,0,False
ACC103425,1015334226,Kumar,RD,883268.0,13003,7824,1619693.0,8,Chennai,Dubai,India,kumar@gmail.com,4522448651.0,Debit,67360,-29406,2020-01-13,2021-01-15,,False,True,904095.0,1,-368 days,High Balance,129575.44,0,False
ACC101010,7422561779,Robert,Savings,4632898.0,797,39889,337328.0,16,Delhi,Delhi,India,robert@gmail.com,7733726779.0,Credit,47292,169015,2020-01-13,2019-04-11,,False,False,4673584.0,1,277 days,High Balance,53972.48,0,False
ACC103087,2710435954,Aisha,FD,3467486.0,50558,4674,333476.0,16,Mumbai,Dubai,United Arab Emirites,aisha@gmail.com,4827321848.0,Debit,144181,67737,2020-01-17,2022-11-23,,False,False,3522718.0,1,-1041 days,High Balance,53356.16,0,False
ACC104389,8757496039,Mani,Unknown,562664.0,95854,43015,1719990.0,12,Mumbai,Dubai,United States,mani@gmail.com,1684817294.0,Credit,-48784,154947,2020-01-19,2024-08-21,Temp,False,True,701533.0,1,-1676 days,High Balance,206398.8,0,False
ACC102461,6016596923,Aisha,Current,309898.0,31953,12677,1116993.0,8,Chennai,Chennai,United Arab Emirites,aisha@gmail.com,2744947663.0,Debit,68342,151207,2020-01-20,2018-09-02,Check,False,False,354528.0,1,505 days,High Balance,89359.44,0,False
ACC100660,4325423822,John,RD,3049586.0,46526,47717,366684.0,12,Chennai,Chennai,India,john@gmail.com,92709383.0,Credit,157427,93041,2020-01-21,2020-01-29,,False,False,3143829.0,1,-8 days,High Balance,44002.08,0,False
ACC103460,1287130441,Divya,Current,1710549.0,21526,37349,682786.0,14,Mumbai,New York,,divya@gmail.com,0.0,Debit,131807,171135,2020-01-23,2016-11-03,Remove,False,False,1769424.0,1,1176 days,High Balance,95590.04000000001,0,False
ACC103733,8190283812,Robert,Current,116485.0,75056,8885,1256610.0,16,Delhi,Dubai,United States,robert@gmail.com,3220367564.0,Debit,-5048,-1405,2020-01-24,2023-08-18,,False,True,200426.0,1,-1302 days,Medium Balance,201057.6,0,False
ACC102228,5529700489,Arun,FD,1233724.0,240,2052,442001.0,16,Delhi,Mumbai,United Arab Emirites,arun@gmail.com,9760065875.0,Credit,51703,158152,2020-01-26,2018-08-24,Remove,False,False,1236016.0,1,520 days,High Balance,70720.16,0,False
ACC101457,3960564783,Kavi,Savings,87733.0,87789,39230,178101.0,14,Bangalore,Delhi,United States,kavi@gmail.com,3962245706.0,Credit,107119,120115,2020-01-26,2019-08-01,,False,False,214752.0,1,178 days,Medium Balance,24934.140000000003,0,False
ACC104872,7763985592,Priya,FD,2821989.0,47885,26066,1225461.0,16,Mumbai,Dubai,United Arab Emirites,priya@gmail.com,9376200936.0,Credit,146933,-37714,2020-01-26,2019-10-24,Temp,False,True,2895940.0,1,94 days,High Balance,196073.76,0,False
ACC101763,6131182148,Kavi,Savings,3479953.0,96617,17253,0.0,16,Mumbai,Delhi,United States,kavi@gmail.com,3247803558.0,Debit,99087,-28580,2020-01-27,2023-08-17,,False,True,3593823.0,0,-1298 days,High Balance,0.0,0,False
AC-102245,1532568449,Divya,Current,1496009.0,23309,3201,1950217.0,12,Hyderabad,,United Arab Emirites,divya@gmail.com,8849027832.0,Debit,192841,112253,2020-01-29,2018-12-12,,False,False,1522519.0,1,413 days,High Balance,234026.03999999998,0,False
ACC100152,7940288800,Aisha,FD,4457167.0,79747,23255,119887.0,16,Mumbai,,India,aisha@gmail.com,8007240457.0,Credit,-16081,23155,2020-01-30,2019-02-15,Check,False,True,4560169.0,1,349 days,High Balance,19181.920000000002,0,False
ACC100972,9578059327,Aisha,FD,1434372.0,82158,1420,1111806.0,16,Mumbai,New York,United States,aisha@gmail.com,1846166648.0,Debit,-13913,-41327,2020-02-01,2020-12-07,Temp,False,True,1517950.0,1,-310 days,High Balance,177888.96,0,False
ACC103210,3870696379,Divya,Savings,2417439.0,9196,40,1637578.0,14,Bangalore,,United Arab Emirites,divya@gmail.com,3703919312.0,Debit,65200,90793,2020-02-02,2016-06-18,Temp,False,False,2426675.0,1,1324 days,High Balance,229260.92,0,False
ACC102464,1854353168,Fatima,Savings,954817.0,42453,36544,1990464.0,10,Bangalore,Delhi,India,fatima@gmail.com,3341084723.0,Debit,138533,157586,2020-02-03,2022-05-27,Remove,False,False,1033814.0,1,-844 days,High Balance,199046.40000000002,0,False
ACC100409,1506542730,Aisha,Unknown,2417439.0,22462,17821,1378431.0,10,Delhi,New York,United Arab Emirites,aisha@gmail.com,3218154435.0,Debit,138213,159304,2020-02-03,2021-04-19,Remove,False,False,2457722.0,1,-441 days,High Balance,137843.1,0,False
ACC104581,8666528100,Divya,Savings,1762181.0,45263,38178,695262.0,8,Mumbai,Dubai,,divya@gmail.com,4102606539.0,Credit,61864,192624,2020-02-04,2022-10-21,Check,False,False,1845622.0,1,-990 days,High Balance,55620.96,0,False
ACC100280,1147647462,Divya,Current,2417439.0,14116,7645,1756451.0,8,Chennai,,United States,divya@gmail.com,9160552118.0,Credit,184784,166853,2020-02-04,2024-06-08,,False,False,2439200.0,1,-1586 days,High Balance,140516.08000000002,0,False
ACC104884,1361138812,Kavi,Savings,705973.0,54382,6502,1407898.0,16,Chennai,,United Arab Emirites,kavi@gmail.com,1289756001.0,Debit,159633,111128,2020-02-05,2019-12-09,Temp,False,False,766857.0,1,58 days,High Balance,225263.68,0,False
ACC100101,9043315186,Divya,Savings,2276133.0,42963,2096,512220.0,12,Delhi,Delhi,India,divya@gmail.com,3593661207.0,Debit,116597,3072,2020-02-05,2022-10-27,Check,False,False,2321192.0,1,-995 days,High Balance,61466.399999999994,0,False
ACC101337,7094356260,Fatima,Savings,643779.0,16225,45360,0.0,16,Chennai,New York,United States,fatima@gmail.com,8551526938.0,Debit,186676,145878,2020-02-09,2022-03-27,Remove,False,False,705364.0,0,-777 days,High Balance,0.0,0,False
ACC100502,7491569947,Kavi,Unknown,3286460.0,23645,21682,1235175.0,8,Delhi,,United States,kavi@gmail.com,7399648321.0,Credit,144451,44542,2020-02-09,2023-08-04,Check,False,False,3331787.0,1,-1272 days,High Balance,98814.0,0,False
ACC100557,9981139185,Arun,Savings,2417439.0,50021,3521,1748949.0,10,Delhi,Chennai,United States,arun@gmail.com,3219131328.0,Credit,60716,189381,2020-02-12,2017-09-13,,False,False,2470981.0,1,882 days,High Balance,174894.90000000002,0,False
ACC100687,9892877082,Mani,Current,1271975.0,39605,12396,0.0,8,Bangalore,Mumbai,India,mani@gmail.com,9196847466.0,Credit,83051,75596,2020-02-13,2023-02-08,,False,False,1323976.0,0,-1091 days,High Balance,0.0,0,False
ACC102410,4139816652,Divya,Savings,643737.0,2270,10347,836240.0,10,Mumbai,Mumbai,India,divya@gmail.com,503375696.0,Credit,2957,68623,2020-02-17,2015-09-19,,False,False,656354.0,1,1612 days,High Balance,83624.0,0,False
ACC104335,6785395308,Divya,Savings,487295.0,92554,29976,530494.0,16,Hyderabad,New York,United States,divya@gmail.com,8056730002.0,Debit,6911,141004,2020-02-21,2015-12-09,,False,False,609825.0,1,1535 days,High Balance,84879.04000000001,0,False
ACC104466,6395712026,Arun,FD,1197695.0,20186,47636,1138830.0,8,Delhi,Dubai,United Arab Emirites,arun@gmail.com,8359287895.0,Credit,157511,-30105,2020-02-23,2017-04-12,,False,True,1265517.0,1,1047 days,High Balance,91106.40000000001,0,False
ACC102009,2651991554,Kavi,Current,2417439.0,20880,38551,237782.0,10,Bangalore,New York,India,kavi@gmail.com,1076361162.0,Credit,162904,-13147,2020-02-27,2015-05-20,,False,True,2476870.0,1,1744 days,High Balance,23778.2,0,False
ACC104470,4107370916,Arun,Current,1543280.0,43325,43022,342285.0,12,Delhi,Mumbai,India,arun@gmail.com,9476649692.0,Credit,184091,-45522,2020-03-06,2022-04-23,,False,True,1629627.0,1,-778 days,High Balance,41074.2,0,False
ACC100861,8365194279,Arun,RD,3458837.0,10165,794,660493.0,14,Bangalore,Mumbai,United States,arun@gmail.com,6094392187.0,Debit,70853,154818,2020-03-08,2024-05-16,Temp,False,False,3469796.0,1,-1530 days,High Balance,92469.02,0,False
ACC100214,8817130394,John,Current,2103548.0,42431,33709,1531019.0,16,Mumbai,Chennai,United States,john@gmail.com,277357663.0,Credit,68920,94403,2020-03-08,2020-03-16,,False,False,2179688.0,1,-8 days,High Balance,244963.04,0,False
ACC103979,5952336698,Kavi,Unknown,332110.0,35433,41857,1771553.0,10,Bangalore,Delhi,United States,kavi@gmail.com,2086893610.0,Debit,152071,33319,2020-03-09,2022-01-08,Temp,False,False,409400.0,1,-670 days,High Balance,177155.30000000002,0,False
ACC103840,8139122534,Kumar,Unknown,3844643.0,54914,23261,642335.0,10,Mumbai,,India,kumar@gmail.com,0.0,Debit,25372,-10816,2020-03-10,2018-04-03,Temp,False,True,3922818.0,1,707 days,High Balance,64233.5,0,False
ACC100496,7599746731,Kavi,FD,3415461.0,39809,41476,711167.0,14,Hyderabad,,United States,kavi@gmail.com,685293940.0,Debit,-31586,77378,2020-03-11,2019-07-22,Check,False,True,3496746.0,1,233 days,High Balance,99563.38,0,False
ACC104424,8084680748,Kavi,Current,2417439.0,87302,33960,222670.0,8,Hyderabad,Mumbai,,kavi@gmail.com,0.0,Debit,163807,13636,2020-03-12,2018-11-03,Temp,False,False,2538701.0,1,495 days,High Balance,17813.600000000002,0,False
ACC101566,3325957330,Kavi,Savings,641243.0,11532,20841,1432010.0,14,Mumbai,Mumbai,United States,kavi@gmail.com,5823897952.0,Credit,-17107,-36831,2020-03-13,2015-12-24,,False,True,673616.0,1,1541 days,High Balance,200481.40000000002,0,False
ACC101313,4034322555,John,Current,551766.0,59786,20857,1052588.0,16,Bangalore,Mumbai,United Arab Emirites,john@gmail.com,1634095629.0,Credit,111774,191626,2020-03-14,2018-05-12,Temp,False,False,632409.0,1,672 days,High Balance,168414.08000000002,0,False
ACC103300,4786687797,Aisha,Unknown,2698308.0,91135,45684,1905057.0,12,Hyderabad,Dubai,,aisha@gmail.com,0.0,Debit,25984,176372,2020-03-16,2016-05-20,,False,False,2835127.0,1,1396 days,High Balance,228606.84,0,False
ACC101500,5151276565,Kumar,Savings,4917111.0,59115,48275,830992.0,16,Chennai,New York,United States,kumar@gmail.com,4168886605.0,Debit,152985,103860,2020-03-17,2017-03-31,,False,False,5024501.0,1,1082 days,High Balance,132958.72,0,False
ACC100917,4557448586,Aisha,Current,2861261.0,59633,48917,131370.0,16,Bangalore,Delhi,United States,aisha@gmail.com,8496078457.0,Credit,-14152,49291,2020-03-17,2022-02-14,Remove,False,True,2969811.0,1,-699 days,High Balance,21019.2,0,False
ACC100344,7504523677,John,FD,2899908.0,88822,7612,175169.0,14,Delhi,Delhi,United States,john@gmail.com,0.0,Debit,31720,46433,2020-03-18,2018-10-14,,False,False,2996342.0,1,521 days,High Balance,24523.660000000003,0,False
